id,V-score,VL-score,db,name,genomad_plasmid_marker
PF09657.14,0.02,0.301029996,Pfam,CRISPR-associated protein Csx8 (Cas_Csx8),False
PF06023.16,0.02,0.301029996,Pfam,CRISPR-associated exonuclease Csa1,False
PF12293.12,0.02,0.301029996,Pfam,Putative outer membrane core complex of type IVb secretion,True
PF09673.14,0.02,0.301029996,Pfam,Type-F conjugative transfer system pilin assembly protein,True
PF20552.2,0.02,0.301029996,Pfam,Recombinase-like helix-turn-helix domain,False
PF10723.13,0.02,0.301029996,Pfam,Replication regulatory protein RepB,True
PF18320.5,0.02,0.301029996,Pfam,Csc2 Crispr,False
PF04720.16,0.02,0.301029996,Pfam,PDDEXK-like family of unknown function,False
PF05261.15,0.02,0.301029996,Pfam,"TraM protein, DNA-binding",True
PF14639.10,0.02,0.301029996,Pfam,Holliday-junction resolvase-like of SPT6,False
PF09670.14,0.02,0.301029996,Pfam,CRISPR-associated protein (Cas_Cas02710),False
PF09677.14,0.01,0.0,Pfam,Type-F conjugative transfer system protein (TrbI_Ftype),True
PF03221.20,0.01,0.0,Pfam,Tc5 transposase DNA-binding domain,False
PF05472.15,0.01,0.0,Pfam,DNA replication terminus site-binding protein (Ter protein),True
PF05513.15,0.01,0.0,Pfam,TraA,True
PF12477.12,0.01,0.0,Pfam,Sex factor F TraW protein N terminal,True
PF21802.1,0.01,0.0,Pfam,"CRISPR-associated Cas3 subtype I-F/YPEST-like, C-terminal domain",False
PF09679.14,0.01,0.0,Pfam,Type-F conjugative transfer system pilin chaperone (TraQ),True
PF04837.16,0.01,0.0,Pfam,"MbeB-like, N-term conserved region",True
PF21804.1,0.01,0.0,Pfam,Transposase protein,False
PF07296.15,0.01,0.0,Pfam,TraP protein,True
PF02402.20,0.01,0.0,Pfam,Lysis protein,True
PF20700.1,0.01,0.0,Pfam,Mutator-like transposase,False
PF13729.10,0.01,0.0,Pfam,"F plasmid transfer operon, TraF, protein",True
PF10136.13,0.01,0.0,Pfam,Site-specific recombinase,False
PF13009.10,0.01,0.0,Pfam,Putative integrase,False
PF15637.10,0.01,0.0,Pfam,HNH/Endo VII superfamily nuclease toxin with a HHH motif,False
PF09455.14,0.01,0.0,Pfam,CRISPR-associated (Cas) DxTHG family,False
PF21574.1,0.01,0.0,Pfam,"CRISPR-associated endonuclease Cas9, C-terminal domain",False
PF20898.1,0.01,0.0,Pfam,"P-type Type IV secretion system, TraN",False
PF03538.18,0.01,0.0,Pfam,Salmonella virulence plasmid 28.1kDa A protein,False
PF18064.5,0.01,0.0,Pfam,Centromere-binding protein ParB C-terminal,False
PF01905.20,0.01,0.0,Pfam,CRISPR-associated negative auto-regulator DevR/Csa2,False
PF21497.1,0.01,0.0,Pfam,"Conjugal transfer protein-like, C-terminal domain",True
PF09700.14,0.01,0.0,Pfam,CRISPR-associated protein (Cas_Cmr3),False
PF16813.9,0.01,0.0,Pfam,CRISPR-associated protein Csn2 subfamily St,False
phrog_216,10.0,4.618738233,PHROG,integrase,False
phrog_1,10.0,4.578306773,PHROG,integrase,False
phrog_59,10.0,4.349995899,PHROG,HNH endonuclease,False
phrog_620,10.0,4.316431669,PHROG,ParB-like partition protein,False
phrog_95,10.0,4.311986835,PHROG,integrase,False
phrog_99,10.0,4.287980784,PHROG,HNH endonuclease,False
phrog_144,10.0,4.254040258,PHROG,HNH endonuclease,False
phrog_959,10.0,4.224222186,PHROG,HNH endonuclease,False
phrog_8071,10.0,4.212374071,PHROG,ParB-like partition protein,False
phrog_1492,10.0,4.190387733,PHROG,HNH endonuclease,False
phrog_119,10.0,4.183952786,PHROG,HNH endonuclease,False
phrog_4578,10.0,4.166311681,PHROG,HNH endonuclease,False
phrog_140,10.0,4.108091236,PHROG,RusA-like Holliday junction resolvase,False
phrog_15396,10.0,4.106632789,PHROG,ParB-like partition nuclease,False
phrog_18056,10.0,4.047313816,PHROG,ParB-like partition nuclease,False
phrog_3377,10.0,4.042417988,PHROG,HNH endonuclease,False
phrog_2081,10.0,4.042299807,PHROG,HNH endonuclease,False
phrog_826,10.0,4.007150105,PHROG,HNH endonuclease,False
phrog_3593,10.0,3.95679252,PHROG,HNH endonuclease,False
phrog_314,10.0,3.945222317,PHROG,homing endonuclease,False
phrog_6254,10.0,3.91603261,PHROG,HNH endonuclease,False
phrog_97,10.0,3.909235003,PHROG,UvsX-like recombinase,False
phrog_374,10.0,3.884398826,PHROG,HNH endonuclease,False
phrog_953,10.0,3.875466416,PHROG,HNH endonuclease,False
phrog_723,10.0,3.834992604,PHROG,ParB-like partition protein,False
phrog_2323,10.0,3.792951708,PHROG,HNH endonuclease,False
phrog_506,10.0,3.792461731,PHROG,transposase,False
phrog_4715,10.0,3.778802204,PHROG,ParB-like partition protein,False
phrog_589,10.0,3.767749367,PHROG,HNH endonuclease,False
phrog_3264,10.0,3.74694541,PHROG,ParB-like partition protein,False
phrog_34,10.0,3.740046724,PHROG,RusA-like Holliday junction resolvase,False
phrog_310,10.0,3.738384124,PHROG,transposase,False
phrog_190,10.0,3.737431201,PHROG,Holliday junction resolvase,False
phrog_333,10.0,3.736316808,PHROG,HNH endonuclease,False
phrog_1314,10.0,3.71432976,PHROG,HNH endonuclease,False
phrog_2214,10.0,3.703119346,PHROG,HNH endonuclease,False
phrog_7168,10.0,3.688953463,PHROG,homing endonuclease,False
phrog_12300,10.0,3.685831275,PHROG,transposase,False
phrog_244,10.0,3.656673046,PHROG,RusA-like Holliday junction resolvase,False
phrog_338,10.0,3.636688448,PHROG,HNH endonuclease,False
phrog_16726,10.0,3.633266411,PHROG,HNH endonuclease,False
phrog_164,10.0,3.619406411,PHROG,ParA-like partition protein,False
phrog_159,10.0,3.616895426,PHROG,RuvC-like Holliday junction resolvase,False
phrog_1770,10.0,3.609807769,PHROG,Holliday junction resolvase,False
phrog_6218,10.0,3.59117595,PHROG,ParB-like partition protein,False
phrog_2255,10.0,3.583085366,PHROG,HNH endonuclease,False
phrog_7269,10.0,3.582517884,PHROG,integrase,False
phrog_13964,10.0,3.576801896,PHROG,transposase,False
phrog_4842,10.0,3.564192461,PHROG,HNH endonuclease,False
phrog_131,10.0,3.564073979,PHROG,HNH endonuclease,False
phrog_1891,10.0,3.529045171,PHROG,HNH endonuclease,False
phrog_5956,10.0,3.527114112,PHROG,HNH endonuclease,False
phrog_2118,10.0,3.518250651,PHROG,HNH endonuclease,False
phrog_5702,10.0,3.442479769,PHROG,Holliday junction resolvase,False
phrog_5718,10.0,3.436957331,PHROG,HNH endonuclease,False
phrog_9084,10.0,3.412628521,PHROG,homing endonuclease,False
phrog_1033,10.0,3.401745082,PHROG,ParB-like partition protein,False
phrog_20891,10.0,3.387923467,PHROG,HNH endonuclease,False
phrog_21084,10.0,3.38039216,PHROG,recombinase,False
phrog_559,10.0,3.357363031,PHROG,HNH endonuclease,False
phrog_7785,10.0,3.357363031,PHROG,HNH endonuclease,False
phrog_2159,10.0,3.348110068,PHROG,ParB-like partition protein,False
phrog_14314,10.0,3.347915187,PHROG,HNH endonuclease,False
phrog_3106,10.0,3.344588743,PHROG,HNH endonuclease,False
phrog_7685,10.0,3.342817315,PHROG,integrase,False
phrog_1682,10.0,3.32674538,PHROG,RusA-like Holliday junction resolvase,False
phrog_7244,10.0,3.302114377,PHROG,integrase,False
phrog_3339,10.0,3.29907126,PHROG,homing endonuclease,False
phrog_11531,10.0,3.259832699,PHROG,integrase,False
phrog_740,10.0,3.227886705,PHROG,HNH endonuclease,False
phrog_14736,10.0,3.223495941,PHROG,HNH endonuclease,False
phrog_843,10.0,3.20709554,PHROG,Holliday junction resolvase,False
phrog_513,10.0,3.198657087,PHROG,transposase,False
phrog_655,10.0,3.183554534,PHROG,homing endonuclease,False
phrog_10822,10.0,3.170261715,PHROG,HNH endonuclease,False
phrog_1706,10.0,3.16879202,PHROG,CRISPR/Cas system associated,False
phrog_15471,10.0,3.16879202,PHROG,HNH endonuclease,False
phrog_795,10.0,3.162265614,PHROG,partition protein ATPase,False
phrog_4321,10.0,3.127428778,PHROG,HNH endonuclease,False
phrog_96,10.0,3.120573931,PHROG,HNH endonuclease,False
phrog_5123,10.0,3.114610984,PHROG,homing endonuclease with GIY-YIG motif,False
phrog_1571,10.0,3.096562438,PHROG,HNH endonuclease,False
phrog_3055,10.0,3.092720645,PHROG,RusA-like Holliday junction resolvase,False
phrog_157,10.0,3.078456818,PHROG,transposase,False
phrog_7545,10.0,3.074084689,PHROG,HNH endonuclease,False
phrog_3007,10.0,3.072617477,PHROG,RusA-like Holliday junction resolvase,False
phrog_2685,10.0,3.068185862,PHROG,partition protein ATPase,False
phrog_35854,10.0,3.043755127,PHROG,HNH endonuclease,False
phrog_2002,10.0,3.037824751,PHROG,Holliday junction resolvase,False
phrog_10003,10.0,3.012837225,PHROG,recombinase,False
phrog_5046,10.0,3.007747778,PHROG,HNH endonuclease,False
phrog_10730,10.0,3.000867722,PHROG,HNH endonuclease,False
phrog_12305,9.75,2.989004616,PHROG,ParB-like partition protein,False
phrog_12047,9.71,2.98721923,PHROG,ParB-like partition nuclease,False
phrog_6392,9.32,2.969415912,PHROG,ParB-like partition protein,False
phrog_956,9.21,2.96425963,PHROG,transposase,False
phrog_8446,9.21,2.96425963,PHROG,HNH endonuclease,False
phrog_2577,9.08,2.958085849,PHROG,transposase,False
phrog_1381,9.03,2.95568775,PHROG,plasmid antitoxin with HTH domain,False
phrog_2199,8.87,2.94792362,PHROG,transposase,False
phrog_14161,8.37,2.922725458,PHROG,recombinase,False
phrog_18112,7.99,2.902546779,PHROG,recombinase,False
phrog_1271,7.88,2.896526217,PHROG,HNH endonuclease,False
phrog_4646,7.62,2.881954971,PHROG,transposase,False
phrog_25190,7.55,2.877946952,PHROG,integrase,False
phrog_7370,7.51,2.875639937,PHROG,HNH endonuclease,False
phrog_1985,7.39,2.868644438,PHROG,HNH endonuclease,False
phrog_8660,7.34,2.86569606,PHROG,HNH endonuclease,False
phrog_14913,6.62,2.820857989,PHROG,HNH endonuclease,False
phrog_14515,6.59,2.818885415,PHROG,HNH endonuclease,False
phrog_17283,6.47,2.810904281,PHROG,HNH endonuclease,False
phrog_23783,6.21,2.7930916,PHROG,integrase,False
phrog_6620,6.2,2.792391689,PHROG,transposase,False
phrog_691,6.02,2.779596491,PHROG,partition protein,False
phrog_10426,6.02,2.779596491,PHROG,integrase,False
phrog_4285,5.99,2.777426822,PHROG,transposase,False
phrog_15463,5.78,2.761927838,PHROG,HNH endonuclease,False
phrog_19446,5.34,2.727541257,PHROG,homing endonuclease,False
phrog_2331,5.01,2.699837726,PHROG,transposase,False
phrog_12131,5.0,2.698970004,PHROG,homing endonuclease,False
phrog_568,4.53,2.656098202,PHROG,plasmid stability,False
phrog_30377,4.51,2.654176542,PHROG,HNH endonuclease,False
phrog_9545,4.47,2.650307523,PHROG,HNH endonuclease,False
phrog_1157,4.43,2.646403726,PHROG,transposase,False
phrog_10088,4.2,2.62324929,PHROG,homing endonuclease,False
phrog_9645,4.13,2.615950052,PHROG,HNH endonuclease,False
phrog_4234,4.1,2.612783857,PHROG,HNH endonuclease,False
phrog_5749,4.07,2.609594409,PHROG,transposase,False
phrog_1808,4.05,2.607455023,PHROG,HNH endonuclease,False
phrog_12400,3.82,2.582063363,PHROG,HNH endonuclease,False
phrog_10495,3.81,2.580924976,PHROG,HNH endonuclease,False
phrog_9508,3.77,2.57634135,PHROG,HNH endonuclease,False
phrog_21721,3.76,2.575187845,PHROG,RusA-like Holliday junction resolvase,False
phrog_8463,3.67,2.564666064,PHROG,transposase,False
phrog_688,3.63,2.559906625,PHROG,transposase,False
phrog_6050,3.51,2.545307116,PHROG,HNH endonuclease,False
phrog_11688,3.41,2.532754379,PHROG,transposase,False
phrog_9019,3.37,2.527629901,PHROG,Holliday junction resolvase,False
phrog_3356,3.24,2.51054501,PHROG,transposase,False
phrog_3118,3.06,2.485721426,PHROG,HNH endonuclease,False
phrog_151,2.93,2.46686762,PHROG,transposase,False
phrog_5200,2.93,2.46686762,PHROG,HNH endonuclease,False
phrog_623,2.74,2.437750563,PHROG,transposase,False
phrog_2579,2.64,2.421603927,PHROG,ParB C-terminal domain,False
phrog_37089,2.57,2.409933123,PHROG,recombinase,False
phrog_14238,2.49,2.396199347,PHROG,RusA-like Holliday junction resolvase,False
phrog_960,2.42,2.383815366,PHROG,HNH endonuclease,False
phrog_5830,2.41,2.382017043,PHROG,integrase,False
phrog_3035,2.25,2.352182518,PHROG,transposase,False
phrog_21421,2.14,2.330413773,PHROG,integrase,False
phrog_865,2.09,2.320146286,PHROG,HNH endonuclease,False
phrog_10081,2.06,2.31386722,PHROG,transposase,False
phrog_7363,2.03,2.307496038,PHROG,homing endonuclease,False
phrog_2393,1.98,2.29666519,PHROG,transposase,False
phrog_23251,1.93,2.285557309,PHROG,HNH endonuclease,False
phrog_827,1.91,2.281033367,PHROG,Holliday junction resolvase,False
phrog_4632,1.87,2.271841607,PHROG,RusA-like Holliday junction resolvase,False
phrog_9203,1.85,2.267171728,PHROG,RusA-like Holliday junction resolvase,False
phrog_3598,1.82,2.260071388,PHROG,transposase,False
phrog_26387,1.82,2.260071388,PHROG,ParB-like partition nuclease,False
phrog_11023,1.75,2.243038049,PHROG,homing endonuclease with LAGLIDADG motif,False
phrog_10696,1.75,2.243038049,PHROG,HNH endonuclease,False
phrog_4716,1.71,2.23299611,PHROG,transposase,False
phrog_8048,1.66,2.220108088,PHROG,HNH endonuclease,False
phrog_25184,1.63,2.212187604,PHROG,HNH endonuclease,False
phrog_12598,1.62,2.209515015,PHROG,RusA-like Holliday junction resolvase,False
phrog_5389,1.57,2.195899652,PHROG,transposase,False
phrog_25061,1.52,2.181843588,PHROG,HNH endonuclease,False
phrog_13470,1.5,2.176091259,PHROG,HNH endonuclease,False
phrog_930,1.49,2.173186268,PHROG,ParB-like partition protein,False
phrog_3300,1.34,2.127104798,PHROG,transposase,False
phrog_33747,1.3,2.113943352,PHROG,transposase,False
phrog_15522,1.23,2.089905111,PHROG,HNH endonuclease,False
phrog_8828,1.23,2.089905111,PHROG,HNH endonuclease,False
phrog_11604,1.23,2.089905111,PHROG,HNH endonuclease,False
phrog_1013,1.13,2.053078443,PHROG,transposase,False
phrog_20162,1.12,2.049218023,PHROG,HNH endonuclease,False
phrog_19902,1.12,2.049218023,PHROG,HNH endonuclease,False
phrog_5411,1.06,2.025305865,PHROG,HNH endonuclease,False
phrog_9443,1.04,2.017033339,PHROG,HNH endonuclease,False
phrog_1631,1.01,2.004321374,PHROG,transposase,False
phrog_23285,0.97,1.986771734,PHROG,HNH endonuclease,False
phrog_18317,0.93,1.968482949,PHROG,Holliday junction resolvase,False
phrog_24751,0.93,1.968482949,PHROG,HNH endonuclease,False
phrog_12434,0.91,1.959041392,PHROG,HNH endonuclease,False
phrog_2262,0.84,1.924279286,PHROG,transposase,False
phrog_28142,0.84,1.924279286,PHROG,HNH endonuclease,False
phrog_22048,0.82,1.913813852,PHROG,HNH endonuclease,False
phrog_7951,0.79,1.897627091,PHROG,transposase,False
phrog_1146,0.78,1.892094603,PHROG,ParB-like partition protein,False
phrog_10378,0.78,1.892094603,PHROG,HNH endonuclease,False
phrog_16016,0.77,1.886490725,PHROG,HNH endonuclease,False
phrog_36860,0.74,1.86923172,PHROG,HNH endonuclease,False
phrog_720,0.73,1.86332286,PHROG,transposase,False
phrog_25862,0.73,1.86332286,PHROG,HNH endonuclease,False
phrog_33760,0.71,1.851258349,PHROG,HNH endonuclease,False
phrog_10820,0.7,1.84509804,PHROG,HNH endonuclease,False
phrog_17698,0.69,1.838849091,PHROG,transposase,False
phrog_11704,0.67,1.826074803,PHROG,transposase,False
phrog_1723,0.58,1.763427994,PHROG,recombinase,False
phrog_22514,0.57,1.755874856,PHROG,HNH endonuclease,False
phrog_2422,0.52,1.716003344,PHROG,transposase,False
phrog_34723,0.52,1.716003344,PHROG,integrase,False
phrog_6591,0.52,1.716003344,PHROG,Holliday junction resolvase,False
phrog_3875,0.49,1.69019608,PHROG,RuvC-like Holliday junction resolvase,False
phrog_34557,0.47,1.672097858,PHROG,integrase,False
phrog_24148,0.47,1.672097858,PHROG,HNH endonuclease,False
phrog_1191,0.42,1.62324929,PHROG,transposase,False
phrog_2515,0.42,1.62324929,PHROG,partition protein,False
phrog_6537,0.41,1.612783857,PHROG,RusA-like Holliday junction resolvase,False
phrog_20919,0.39,1.591064607,PHROG,recombinase,False
phrog_5351,0.36,1.556302501,PHROG,HNH endonuclease,False
phrog_9208,0.35,1.544068044,PHROG,integrase,False
phrog_23036,0.3,1.477121255,PHROG,Holliday junction resolvase,False
phrog_2123,0.29,1.462397998,PHROG,recombinase,False
phrog_17657,0.29,1.462397998,PHROG,HNH endonuclease,False
phrog_21964,0.27,1.431363764,PHROG,HNH endonuclease,False
phrog_5127,0.27,1.431363764,PHROG,integrase,False
phrog_15265,0.25,1.397940009,PHROG,recombinase,False
phrog_6086,0.25,1.397940009,PHROG,HNH endonuclease,False
phrog_37986,0.25,1.397940009,PHROG,Holliday junction resolvase,False
phrog_32069,0.22,1.342422681,PHROG,ParB-like partition protein,False
phrog_25983,0.21,1.322219295,PHROG,HNH endonuclease,False
phrog_20467,0.19,1.278753601,PHROG,HNH endonuclease,False
phrog_25551,0.19,1.278753601,PHROG,homing endonuclease,False
phrog_7504,0.19,1.278753601,PHROG,homing endonuclease,False
phrog_12980,0.19,1.278753601,PHROG,HNH endonuclease,False
phrog_10357,0.19,1.278753601,PHROG,recombinase,False
phrog_25420,0.19,1.278753601,PHROG,HNH endonuclease,False
phrog_26588,0.17,1.230448921,PHROG,ParB-like partition nuclease,False
phrog_30443,0.15,1.176091259,PHROG,HNH endonuclease,False
phrog_26754,0.14,1.146128036,PHROG,ParB-like partition nuclease,False
phrog_33554,0.13,1.113943352,PHROG,HNH endonuclease,False
phrog_9366,0.12,1.079181246,PHROG,transposase,False
phrog_8671,0.12,1.079181246,PHROG,partition protein,False
phrog_24671,0.12,1.079181246,PHROG,integrase,False
phrog_33290,0.11,1.041392685,PHROG,ParB-like partition nuclease,False
phrog_18411,0.11,1.041392685,PHROG,homing endonuclease,False
phrog_7426,0.11,1.041392685,PHROG,HNH endonuclease,False
phrog_35175,0.1,1.0,PHROG,HNH endonuclease,False
phrog_36562,0.1,1.0,PHROG,transposase,False
phrog_32871,0.1,1.0,PHROG,integrase,False
phrog_26377,0.1,1.0,PHROG,ParB-like partition protein,False
phrog_20724,0.09,0.954242509,PHROG,HNH endonuclease,False
phrog_12576,0.09,0.954242509,PHROG,HNH endonuclease,False
phrog_24545,0.09,0.954242509,PHROG,HNH endonuclease,False
phrog_19978,0.09,0.954242509,PHROG,HNH endonuclease,False
phrog_18250,0.08,0.903089987,PHROG,integrase,False
phrog_10553,0.08,0.903089987,PHROG,HNH endonuclease,False
phrog_11894,0.08,0.903089987,PHROG,RusA-like Holliday junction resolvase,False
phrog_32453,0.08,0.903089987,PHROG,HNH endonuclease,False
phrog_14097,0.08,0.903089987,PHROG,HNH endonuclease,False
phrog_7030,0.08,0.903089987,PHROG,HNH endonuclease,False
phrog_7091,0.08,0.903089987,PHROG,HNH endonuclease,False
phrog_29143,0.08,0.903089987,PHROG,HNH endonuclease,False
phrog_8786,0.08,0.903089987,PHROG,type I-E anti-CRISPR protein,False
phrog_21054,0.07,0.84509804,PHROG,HNH endonuclease,False
phrog_34902,0.06,0.77815125,PHROG,Holliday junction resolvase,False
phrog_26163,0.06,0.77815125,PHROG,homing endonuclease,False
phrog_11336,0.05,0.698970004,PHROG,HNH endonuclease,False
phrog_10486,0.05,0.698970004,PHROG,transposase,False
phrog_23136,0.05,0.698970004,PHROG,integrase,False
phrog_4208,0.04,0.602059991,PHROG,HNH endonuclease,False
phrog_27175,0.04,0.602059991,PHROG,transposase,False
phrog_3404,0.03,0.477121255,PHROG,HNH endonuclease,False
phrog_16545,0.03,0.477121255,PHROG,ParB-like partition protein,False
phrog_24252,0.03,0.477121255,PHROG,HNH endonuclease,False
phrog_33277,0.03,0.477121255,PHROG,ParB-like partition protein,False
phrog_24477,0.03,0.477121255,PHROG,HNH endonuclease,False
phrog_33155,0.02,0.301029996,PHROG,HNH endonuclease,False
phrog_16133,0.02,0.301029996,PHROG,HNH endonuclease,False
phrog_14449,0.02,0.301029996,PHROG,transposase,False
phrog_27407,0.02,0.301029996,PHROG,Holliday junction resolvase,False
phrog_9769,0.02,0.301029996,PHROG,type I-F anti-CRISPR protein,False
phrog_33459,0.01,0.0,PHROG,HNH endonuclease,False
