id	V-score	VL-score	db	name
K13633	4.12	2.614897216	KEGG	AraC family transcriptional regulator, transcriptional activator FtrA
K03717	4.11	2.613841822	KEGG	LysR family transcriptional regulator, transcriptional activator of nhaA
K22296	4.1	2.612783857	KEGG	MarR family transcriptional regulator, lower aerobic nicotinate degradation pathway regulator
K21906	4.1	2.612783857	KEGG	AraC family transcriptional regulator, glutamate-dependent acid resistance regulator
K21596	4.09	2.611723308	KEGG	calmodulin-binding transcription activator
K21755	4.08	2.610660163	KEGG	LysR family transcriptional regulator, salicylic acid-responsive activator of bsdBCD
K08333	4.07	2.609594409	KEGG	phosphoinositide-3-kinase, regulatory subunit 4 [EC:2.7.11.1]
K13491	4.06	2.608526034	KEGG	two-component system, chemotaxis family, response regulator WspF [EC:3.1.1.61]
K02521	4.05	2.607455023	KEGG	LysR family transcriptional regulator, positive regulator for ilvC
K18900	4.05	2.607455023	KEGG	LysR family transcriptional regulator, regulator for bpeEF and oprC
K07676	4.03	2.605305046	KEGG	two-component system, NarL family, sensor histidine kinase RcsD [EC:2.7.13.3]
K20919	4.03	2.605305046	KEGG	sigma-54 dependent transcriptional regulator, positive regulator of biofilm formation
K21645	4.01	2.603144373	KEGG	LysR family transcriptional regulator, hypochlorite-specific transcription factor HypT
K02584	4.01	2.603144373	KEGG	Nif-specific regulatory protein
K18957	4.01	2.603144373	KEGG	WhiB family transcriptional regulator, redox-sensing transcriptional regulator
K15973	3.99	2.600972896	KEGG	MarR family transcriptional regulator, 2-MHQ and catechol-resistance regulon repressor
K19693	3.98	2.599883072	KEGG	AraC family transcriptional regulator, chitin signaling transcriptional activator
K11136	3.97	2.598790507	KEGG	regulator of telomere elongation helicase 1 [EC:5.6.2.3]
K07592	3.97	2.598790507	KEGG	LysR family transcriptional regulator, tdc operon transcriptional activator
K21960	3.97	2.598790507	KEGG	LysR family transcriptional regulator, regulator of the ytmI operon
K25898	3.97	2.598790507	KEGG	CO(2)-response secreted protease
K21698	3.96	2.597695186	KEGG	LysR family transcriptional regulator, transcriptional activator for aaeXAB operon
K04569	3.94	2.595496222	KEGG	copper chaperone for superoxide dismutase
K06649	3.9	2.591064607	KEGG	regulatory protein SWI4
K13636	3.89	2.589949601	KEGG	LysR family transcriptional regulator, D-serine deaminase activator
K21825	3.88	2.588831726	KEGG	AraC family transcriptional regulator, L-arginine-responsive activator
K13433	3.85	2.58546073	KEGG	pathogenesis-related genes transcriptional activator PTI5
K05804	3.8	2.579783597	KEGG	AraC family transcriptional regulator, mar-sox-rob regulon activator
K21699	3.79	2.57863921	KEGG	LysR family transcriptional regulator, transcriptional activator for bauABCD operon
K27042	3.79	2.57863921	KEGG	LysR family transcriptional regulator, trpBA operon transcriptional activator
K05372	3.78	2.5774918	KEGG	AraC family transcriptional regulator
K13794	3.76	2.575187845	KEGG	LysR family transcriptional regulator, regulatory protein for tcuABC
K00936	3.74	2.572871602	KEGG	two-component system, sensor histidine kinase PdtaS [EC:2.7.13.3]
K22486	3.74	2.572871602	KEGG	transcriptional regulator HilA, main transcriptional regulator of SPI1
K10918	3.73	2.571708832	KEGG	LysR family transcriptional regulator, transcriptional activator AphB
K15974	3.66	2.563481085	KEGG	MarR family transcriptional regulator, negative regulator of the multidrug operon emrRAB
K26316	3.65	2.562292864	KEGG	transforming growth factor beta activator LRRC32
K13635	3.64	2.561101384	KEGG	LysR family transcriptional regulator, cys regulon transcriptional activator
K19591	3.63	2.559906625	KEGG	MerR family transcriptional regulator, copper efflux regulator
K21973	3.62	2.558708571	KEGG	blue light- and temperature-responsive anti-repressor
K23988	3.59	2.555094449	KEGG	ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor / arsenate reductase (thioredoxin) [EC:1.20.4.4]
K15196	3.58	2.553883027	KEGG	transcription factor IIIB 90 kDa subunit
K02167	3.56	2.551449998	KEGG	TetR/AcrR family transcriptional regulator, transcriptional repressor of bet genes
K06197	3.55	2.550228353	KEGG	cation transport regulator
K14516	3.53	2.547774705	KEGG	ethylene-responsive transcription factor 1
K19056	3.51	2.545307116	KEGG	AraC family transcriptional regulator, transposon Tn10 TetD protein
K10947	3.51	2.545307116	KEGG	PadR family transcriptional regulator
K19736	3.5	2.544068044	KEGG	TetR/AcrR family transcriptional regulator, regulator of autoinduction and epiphytic fitness
K22108	3.48	2.541579244	KEGG	TetR/AcrR family transcriptional regulator, cholesterol catabolism regulator
K05596	3.48	2.541579244	KEGG	LysR family transcriptional regulator, chromosome initiation inhibitor
K19337	3.45	2.537819095	KEGG	RpiR family transcriptional regulator, carbohydrate utilization regulator
K23777	3.44	2.536558443	KEGG	TetR/AcrR family transcriptional regulator, regulator of cefoperazone and chloramphenicol sensitivity
K03892	3.42	2.534026106	KEGG	ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor
K19707	3.42	2.534026106	KEGG	sigma-B regulation protein RsbQ
K23778	3.38	2.5289167	KEGG	TetR/AcrR family transcriptional regulator, regulator of biofilm formation and stress response
K21697	3.35	2.525044807	KEGG	LuxR family transcriptional regulator, quorum-sensing system regulator VjbR
K03557	3.35	2.525044807	KEGG	Fis family transcriptional regulator, factor for inversion stimulation protein
K03721	3.31	2.519827994	KEGG	transcriptional regulator of aroF, aroG, tyrA and aromatic amino acid transport
K02688	3.31	2.519827994	KEGG	transcriptional regulator, propionate catabolism operon regulatory protein
K05874	3.3	2.51851394	KEGG	methyl-accepting chemotaxis protein I, serine sensor receptor
K06930	3.24	2.51054501	KEGG	HTH-type transcriptional regulator, bacterioopsin transcriptional activator and related proteins
K21903	3.23	2.509202522	KEGG	ArsR family transcriptional regulator, lead/cadmium/zinc/bismuth-responsive transcriptional repressor
K05030	3.22	2.507855872	KEGG	calcium-activated chloride channel regulator 3/4
K10941	3.21	2.506505032	KEGG	sigma-54 dependent transcriptional regulator, flagellar regulatory protein
K13770	3.2	2.505149978	KEGG	TetR/AcrR family transcriptional regulator, fatty acid metabolism regulator protein
K21811	3.2	2.505149978	KEGG	Alphapapillomavirus regulatory protein E2
K25884	3.19	2.503790683	KEGG	MucR family transcriptional regulator, transcriptional regulator of exopolysaccharide biosynthesis
K07707	3.18	2.50242712	KEGG	two-component system, LytTR family, response regulator AgrA
K18927	3.16	2.499687083	KEGG	LysR family transcriptional regulator, L-lactate utilization regulator
K18219	3.15	2.498310554	KEGG	sigma-54 dependent transcriptional regulator, tetracycline resistant transcriptional regulator
K22106	3.14	2.496929648	KEGG	TetR/AcrR family transcriptional regulator, repressor of fatR-cypB operon
K13638	3.14	2.496929648	KEGG	MerR family transcriptional regulator, Zn(II)-responsive regulator of zntA
K24082	3.13	2.495544338	KEGG	LysR family transcriptional regulator, regulator of peptidoglycan recycling
K05875	3.13	2.495544338	KEGG	methyl-accepting chemotaxis protein II, aspartate sensor receptor
K10972	3.09	2.489958479	KEGG	LysR family transcriptional regulator, transcriptional activator of the allD operon
K20252	3.08	2.488550717	KEGG	LuxR family transcriptional regulator, quorum-sensing system regulator CinR
K21742	3.08	2.488550717	KEGG	LysR family transcriptional regulator, transcriptional activator for ttdABT operon
K22043	3.07	2.487138375	KEGG	ArsR family transcriptional regulator, zinc-responsive transcriptional repressor
K24912	3.05	2.484299839	KEGG	LuxR family transcriptional regulator, transcriptional activator for aerial hyphae formation
K21902	3.05	2.484299839	KEGG	MerR family transcriptional regulator, repressor of the yfmOP operon
K21744	3.02	2.480006943	KEGG	MerR family transcriptional regulator, thiopeptide resistance regulator
K14492	3.0	2.477121255	KEGG	two-component response regulator ARR-A family
K05876	2.97	2.472756449	KEGG	methyl-accepting chemotaxis protein III, ribose and galactose sensor receptor
K11830	2.96	2.471291711	KEGG	transcription factor A, mitochondrial
K11475	2.95	2.469822016	KEGG	GntR family transcriptional regulator, vanillate catabolism transcriptional regulator
K05877	2.95	2.469822016	KEGG	methyl-accepting chemotaxis protein IV, peptide sensor receptor
K15201	2.94	2.46834733	KEGG	general transcription factor 3C polypeptide 3 (transcription factor C subunit 4)
K07731	2.94	2.46834733	KEGG	putative transcriptional regulator
K04033	2.93	2.46686762	KEGG	AraC family transcriptional regulator, ethanolamine operon transcriptional activator
K26772	2.92	2.465382851	KEGG	Tequatrovirus tail tube terminator protein
K16137	2.92	2.465382851	KEGG	TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon
K13432	2.9	2.462397998	KEGG	pathogenesis-related genes transcriptional activator PTI4
K18301	2.9	2.462397998	KEGG	TetR/AcrR family transcriptional regulator, mexJK operon transcriptional repressor
K22295	2.89	2.460897843	KEGG	TetR/AcrR family transcriptional regulator, repressor for neighboring sulfatase
K15835	2.88	2.459392488	KEGG	RpiR family transcriptional regulator, murPQ operon repressor
K25443	2.87	2.457881897	KEGG	dynein regulatory complex subunit 3
K22298	2.87	2.457881897	KEGG	ArsR family transcriptional regulator, zinc-responsive transcriptional repressor
K21885	2.86	2.456366033	KEGG	ArsR family transcriptional regulator, cadmium/lead-responsive transcriptional repressor
K16247	2.84	2.45331834	KEGG	LuxR family transcriptional regulator, glucitol operon activator
K21886	2.83	2.451786436	KEGG	ArsR family transcriptional regulator, nickel/cobalt-responsive transcriptional repressor
K12266	2.8	2.447158031	KEGG	anaerobic nitric oxide reductase transcription regulator
K19438	2.78	2.444044796	KEGG	Simplexvirus RNA-binding protein
K03765	2.77	2.442479769	KEGG	transcriptional activator of cad operon
K22042	2.74	2.437750563	KEGG	ArsR family transcriptional regulator, virulence genes transcriptional regulator
K18140	2.67	2.426511261	KEGG	TetR/AcrR family transcriptional regulator, acrEF/envCD operon repressor
K26968	2.67	2.426511261	KEGG	Enterobacteria phage tail tube terminator protein
K11914	2.65	2.423245874	KEGG	sigma-54 dependent transcriptional regulator
K06599	2.6	2.414973348	KEGG	AraC family transcriptional regulator, chemosensory pili system protein ChpD
K07571	2.59	2.413299764	KEGG	S1 RNA binding domain protein
K26993	2.59	2.413299764	KEGG	ArsR family transcriptional regulator, repressor of sdpIR and other operons
K16138	2.59	2.413299764	KEGG	TetR/AcrR family transcriptional regulator, repressor for uid operon
K21756	2.53	2.403120521	KEGG	LysR family transcriptional regulator, cis,cis-muconate-responsive activator of cat and ben genes
K05880	2.53	2.403120521	KEGG	transcriptional activator for dhaKLM operon
K07813	2.52	2.401400541	KEGG	accessory gene regulator B
K03100	2.51	2.399673721	KEGG	signal peptidase I [EC:3.4.21.89]
K03974	2.44	2.387389826	KEGG	psp operon transcriptional activator
K15836	2.44	2.387389826	KEGG	formate hydrogenlyase transcriptional activator
K19505	2.43	2.385606274	KEGG	sigma-54 dependent transcriptional regulator, gfr operon transcriptional activator
K12146	2.4	2.380211242	KEGG	hydrogenase-4 transcriptional activator
K17579	2.4	2.380211242	KEGG	protein phosphatase 1 regulatory subunit 42
K21745	2.4	2.380211242	KEGG	MerR family transcriptional regulator, aldehyde-responsive regulator
K11908	2.4	2.380211242	KEGG	sigma-54 dependent transcriptional regulator
K08365	2.39	2.378397901	KEGG	MerR family transcriptional regulator, mercuric resistance operon regulatory protein
K11917	2.36	2.372912003	KEGG	sigma-54 dependent transcriptional regulator
K26317	2.34	2.369215857	KEGG	transforming growth factor beta activator LRRC33
K22107	2.32	2.365487985	KEGG	TetR/AcrR family transcriptional regulator, cholesterol catabolism regulator
K26290	2.32	2.365487985	KEGG	LysR family transcriptional regulator, regulator of pal gene cluster
K11920	2.32	2.365487985	KEGG	AraC family transcriptional regulator
K18135	2.31	2.36361198	KEGG	TetR/AcrR family transcriptional regulator, repressor of the mexAB-oprM multidrug resistance operon
K14414	2.31	2.36361198	KEGG	transcriptional regulatory protein RtcR
K21563	2.31	2.36361198	KEGG	CRP/FNR family transcriptional regulator, dissimilatory nitrate respiration regulator
K21454	2.31	2.36361198	KEGG	MarR family transcriptional regulator, teicoplanin-associated locus regulator
K12129	2.3	2.361727836	KEGG	pseudo-response regulator 7
K03057	2.29	2.359835482	KEGG	transcription factor S
K11617	2.28	2.357934847	KEGG	two-component system, NarL family, sensor histidine kinase LiaS [EC:2.7.13.3]
K10914	2.24	2.350248018	KEGG	CRP/FNR family transcriptional regulator, cyclic AMP receptor protein
K21453	2.23	2.348304863	KEGG	TetR/AcrR family transcriptional regulator, biofilm operon repressor
K03130	2.21	2.344392274	KEGG	transcription initiation factor TFIID subunit 5
K18906	2.2	2.342422681	KEGG	MarR family transcriptional regulator, multiple gene regulator MgrA
K13640	2.18	2.338456494	KEGG	MerR family transcriptional regulator, heat shock protein HspR
K23238	2.18	2.338456494	KEGG	RpiR family transcriptional regulator, repressor of rpiB and als operon
K21562	2.17	2.336459734	KEGG	CRP/FNR family transcriptional regulator, anaerobic regulatory protein
K13821	2.17	2.336459734	KEGG	RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]
K03577	2.17	2.336459734	KEGG	TetR/AcrR family transcriptional regulator, acrAB operon repressor
K13639	2.15	2.33243846	KEGG	MerR family transcriptional regulator, redox-sensitive transcriptional activator SoxR
K17473	2.15	2.33243846	KEGG	sigma-54 dependent transcriptional regulator, dga operon transcriptional activator
K06666	2.14	2.330413773	KEGG	general transcriptional corepressor TUP1
K20675	2.11	2.324282455	KEGG	serine protease immune response integrator
K06665	2.11	2.324282455	KEGG	general transcriptional corepressor CYC8
K09273	2.08	2.318063335	KEGG	upstream-binding transcription factor
K07777	2.05	2.311753861	KEGG	two-component system, NarL family, sensor histidine kinase DegS [EC:2.7.13.3]
K07673	2.0	2.301029996	KEGG	two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX [EC:2.7.13.3]
K05798	2.0	2.301029996	KEGG	LysR family transcriptional regulator, transcriptional activator for leuABCD operon
K17498	2.0	2.301029996	KEGG	transcription factor SPN1
K21961	2.0	2.301029996	KEGG	TetR/AcrR family transcriptional regulator, ethionamide resistance regulator
K20253	1.99	2.298853076	KEGG	LuxR family transcriptional regulator, quorum-sensing system regulator BisR
K01420	1.97	2.294466226	KEGG	CRP/FNR family transcriptional regulator, anaerobic regulatory protein
K07675	1.95	2.290034611	KEGG	two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]
K21564	1.93	2.285557309	KEGG	CRP/FNR family transcriptional regulator, nitrogen oxide reductase regulator
K11418	1.93	2.285557309	KEGG	histone deacetylase 11 [EC:3.5.1.98]
K14003	1.92	2.283301229	KEGG	prolactin regulatory element-binding protein
K18905	1.92	2.283301229	KEGG	TetR/AcrR family transcriptional regulator, repressor of the ameABC operon
K18136	1.91	2.281033367	KEGG	TetR/AcrR family transcriptional regulator, multidrug resistance operon repressor
K03603	1.9	2.278753601	KEGG	GntR family transcriptional regulator, negative regulator for fad regulon and positive regulator of fabA
K19575	1.89	2.276461804	KEGG	MerR family transcriptional regulator, activator of bmr gene
K13280	1.88	2.274157849	KEGG	signal peptidase I [EC:3.4.21.89]
K05027	1.87	2.271841607	KEGG	calcium-activated chloride channel regulator 1
K15206	1.87	2.271841607	KEGG	transcription factor C subunit 7
K11680	1.85	2.267171728	KEGG	non-histone protein 10
K12062	1.84	2.264817823	KEGG	conjugal transfer pilin signal peptidase TrbI
K11923	1.84	2.264817823	KEGG	MerR family transcriptional regulator, copper efflux regulator
K03755	1.81	2.257678575	KEGG	AraC family transcriptional regulator, transcriptional activator of adiA
K20263	1.79	2.252853031	KEGG	two-component system, NarL family, sensor histidine kinase FusK [EC:2.7.13.3]
K07783	1.77	2.247973266	KEGG	MFS transporter, OPA family, sugar phosphate sensor protein UhpC
K21972	1.75	2.243038049	KEGG	MerR family transcriptional regulator, repressor of blue light- and temperature-responsive genes
K04082	1.75	2.243038049	KEGG	molecular chaperone HscB
K11407	1.74	2.240549248	KEGG	histone deacetylase 6 [EC:3.5.1.98]
K14657	1.73	2.238046103	KEGG	LysR family transcriptional regulator, nod-box dependent transcriptional activator
K07706	1.73	2.238046103	KEGG	two-component system, LytTR family, sensor histidine kinase AgrC [EC:2.7.13.3]
K06368	1.72	2.235528447	KEGG	response regulator aspartate phosphatase J [EC:3.1.-.-]
K02529	1.7	2.230448921	KEGG	LacI family transcriptional regulator, galactose operon repressor
K21089	1.69	2.227886705	KEGG	MerR family transcriptional regulator, activator of the csg genes
K13643	1.68	2.225309282	KEGG	Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor
K17472	1.68	2.225309282	KEGG	Rrf2 family transcriptional regulator, cysteine metabolism repressor
K25450	1.66	2.220108088	KEGG	dynein regulatory complex subunit 5
K05499	1.65	2.217483944	KEGG	LacI family transcriptional regulator, repressor for deo operon, udp, cdd, tsx, nupC, and nupG
K13091	1.65	2.217483944	KEGG	RNA-binding protein 23/39
K03604	1.64	2.214843848	KEGG	LacI family transcriptional regulator, purine nucleotide synthesis repressor
K04643	1.64	2.214843848	KEGG	sensory rhodopsin
K23776	1.64	2.214843848	KEGG	MerR family transcriptional regulator, global nitrogen regulator
K06365	1.63	2.212187604	KEGG	response regulator aspartate phosphatase G [EC:3.1.-.-]
K06360	1.62	2.209515015	KEGG	response regulator aspartate phosphatase B [EC:3.1.-.-]
K14787	1.62	2.209515015	KEGG	multiple RNA-binding domain-containing protein 1
K06283	1.62	2.209515015	KEGG	putative DeoR family transcriptional regulator, stage III sporulation protein D
K13195	1.61	2.206825876	KEGG	cold-inducible RNA-binding protein
K25796	1.6	2.204119983	KEGG	plant-specific transcription factor YABBY family protein
K06367	1.59	2.201397124	KEGG	response regulator aspartate phosphatase I [EC:3.1.-.-]
K24968	1.59	2.201397124	KEGG	GntR family transcriptional regulator, repressor of the phnDCE operon
K13186	1.58	2.198657087	KEGG	RNA-binding protein 3
K21561	1.58	2.198657087	KEGG	CRP/FNR family transcriptional regulator, global nitrogen regulator
K13928	1.56	2.193124598	KEGG	LysR family transcriptional regulator, malonate utilization transcriptional regulator
K19592	1.56	2.193124598	KEGG	MerR family transcriptional regulator, gold-responsive activator of gol and ges genes
K11233	1.54	2.187520721	KEGG	osomolarity two-component system, response regulator SSK1
K10279	1.52	2.181843588	KEGG	dynein regulatory complex subunit 6
K08060	1.52	2.181843588	KEGG	MHC class II transactivator [EC:2.7.11.1]
K03723	1.5	2.176091259	KEGG	transcription-repair coupling factor (superfamily II helicase) [EC:5.6.2.4]
K06145	1.5	2.176091259	KEGG	LacI family transcriptional regulator, gluconate utilization system Gnt-I transcriptional repressor
K03484	1.49	2.173186268	KEGG	LacI family transcriptional regulator, sucrose operon repressor
K02478	1.48	2.170261715	KEGG	two-component system, LytTR family, sensor kinase [EC:2.7.13.3]
K22041	1.48	2.170261715	KEGG	TetR/AcrR family transcriptional regulator, copper-responsive repressor
K12603	1.47	2.167317335	KEGG	CCR4-NOT transcription complex subunit 6 [EC:3.1.13.4]
K15735	1.47	2.167317335	KEGG	GntR family transcriptional regulator, carbon starvation induced regulator
K14411	1.45	2.161368002	KEGG	RNA-binding protein Musashi
K22483	1.45	2.161368002	KEGG	transcriptional regulator HMO1
K03435	1.44	2.158362492	KEGG	LacI family transcriptional regulator, fructose operon transcriptional repressor
K12862	1.44	2.158362492	KEGG	pleiotropic regulator 1
K06361	1.42	2.152288344	KEGG	response regulator aspartate phosphatase C [EC:3.1.-.-]
K23195	1.42	2.152288344	KEGG	transcriptional repressor CTCF
K06359	1.41	2.149219113	KEGG	response regulator aspartate phosphatase A (stage 0 sporulation protein L) [EC:3.1.-.-]
K22711	1.41	2.149219113	KEGG	LysR family transcriptional regulator, pyoluteorin biosynthesis regulator
K20540	1.4	2.146128036	KEGG	LuxR family transcriptional regulator, quorum-sensing system regulator CepR2
K18918	1.38	2.139879086	KEGG	RHH-type transcriptional regulator, rel operon repressor / antitoxin RelB
K27069	1.37	2.136720567	KEGG	LacI family transcriptional regulator, lactose operon repressor
K06366	1.36	2.133538908	KEGG	response regulator aspartate phosphatase H [EC:3.1.-.-]
K21743	1.36	2.133538908	KEGG	MerR family transcriptional regulator, multidrug-efflux activator
K17576	1.34	2.127104798	KEGG	protein phosphatase 1 regulatory subunit 37
K10752	1.34	2.127104798	KEGG	histone-binding protein RBBP4
K03713	1.33	2.123851641	KEGG	MerR family transcriptional regulator, glutamine synthetase repressor
K02647	1.33	2.123851641	KEGG	carbohydrate diacid regulator
K21556	1.33	2.123851641	KEGG	CRP/FNR family transcriptional regulator, polysaccharide utilization system transcription regulator
K11405	1.33	2.123851641	KEGG	histone deacetylase 8 [EC:3.5.1.98]
K11749	1.31	2.117271296	KEGG	regulator of sigma E protease [EC:3.4.24.-]
K17640	1.3	2.113943352	KEGG	LacI family transcriptional regulator, xylobiose transport system transcriptional regulator
K26599	1.3	2.113943352	KEGG	HTH-type transcriptional regulator, activator of D-glucose/D-fructose catabolism
K22294	1.3	2.113943352	KEGG	TetR/AcrR family transcriptional regulator, upper aerobic nicotinate degradation pathway regulator
K11483	1.3	2.113943352	KEGG	histone deacetylase HOS2 [EC:3.5.1.98]
K15197	1.28	2.10720997	KEGG	transcription factor IIIB 50 kDa subunit
K16136	1.28	2.10720997	KEGG	LacI family transcriptional regulator, maltose regulon regulatory protein
K18130	1.27	2.103803721	KEGG	TetR/AcrR family transcriptional regulator, transcriptional repressor NalC
K24699	1.27	2.103803721	KEGG	TetR/AcrR family transcriptional regulator, regulator of mycofactocin system
K07683	1.26	2.100370545	KEGG	two-component system, NarL family, sensor histidine kinase NreB [EC:2.7.13.3]
K07704	1.26	2.100370545	KEGG	two-component system, LytTR family, sensor histidine kinase LytS [EC:2.7.13.3]
K03982	1.25	2.096910013	KEGG	plasminogen activator inhibitor 1
K19821	1.25	2.096910013	KEGG	plasminogen activator inhibitor 2
K18297	1.25	2.096910013	KEGG	LysR family transcriptional regulator, mexEF-oprN operon transcriptional activator
K06067	1.24	2.093421685	KEGG	histone deacetylase 1/2 [EC:3.5.1.98]
K13187	1.24	2.093421685	KEGG	RNA-binding protein 4
K07183	1.23	2.089905111	KEGG	two-component system, response regulator / RNA-binding antiterminator
K18671	1.23	2.089905111	KEGG	histone deacetylase 10 [EC:3.5.1.98]
K02525	1.23	2.089905111	KEGG	LacI family transcriptional regulator, kdg operon repressor
K11406	1.23	2.089905111	KEGG	histone deacetylase 4/5 [EC:3.5.1.98]
K19618	1.22	2.086359831	KEGG	LysR family transcriptional regulator, activator of insecticidal toxin
K14517	1.22	2.086359831	KEGG	ethylene-responsive transcription factor 2
K25006	1.22	2.086359831	KEGG	RNA-binding protein 24/38
K25090	1.2	2.079181246	KEGG	RNA-binding motif protein, Y chromosome, family 1
K10915	1.2	2.079181246	KEGG	CAI-1 autoinducer synthase [EC:2.3.-.-]
K12127	1.19	2.075546961	KEGG	pseudo-response regulator 1
K26609	1.19	2.075546961	KEGG	LacI family transcriptional regulator, galacturonate utilization repressor
K13189	1.18	2.071882007	KEGG	RNA-binding protein 14
K02502	1.18	2.071882007	KEGG	ATP phosphoribosyltransferase regulatory subunit
K26682	1.17	2.068185862	KEGG	sterol regulatory element-binding protein cleavage-activating protein
K03487	1.15	2.06069784	KEGG	LacI family transcriptional regulator, asc operon repressor
K11404	1.15	2.06069784	KEGG	histone deacetylase 3 [EC:3.5.1.98]
K09777	1.15	2.06069784	KEGG	extracellular matrix regulatory protein A
K11476	1.14	2.056904851	KEGG	GntR family transcriptional regulator, gluconate operon transcriptional repressor
K11408	1.13	2.053078443	KEGG	histone deacetylase 7 [EC:3.5.1.98]
K13771	1.12	2.049218023	KEGG	Rrf2 family transcriptional regulator, nitric oxide-sensitive transcriptional repressor
K15684	1.11	2.045322979	KEGG	bifunctional apoptosis regulator
K14325	1.1	2.041392685	KEGG	RNA-binding protein with serine-rich domain 1
K07204	1.09	2.037426498	KEGG	regulatory associated protein of mTOR
K22293	1.09	2.037426498	KEGG	GntR family transcriptional regulator, rspAB operon transcriptional repressor
K20339	1.07	2.029383778	KEGG	two-component system, LytTR family, sensor histidine kinase AgrC2 [EC:2.7.13.3]
K02171	1.07	2.029383778	KEGG	BlaI family transcriptional regulator, penicillinase repressor
K21905	1.07	2.029383778	KEGG	AraC family transcriptional regulator, glutamate-dependent acid resistance regulator
K14507	1.07	2.029383778	KEGG	AP2-domain DNA-binding protein ORCA2/3
K11640	1.06	2.025305865	KEGG	two-component system, LytTR family, sensor histidine kinase NatK [EC:2.7.13.3]
K07680	1.06	2.025305865	KEGG	two-component system, NarL family, sensor histidine kinase ComP [EC:2.7.13.3]
K24540	1.06	2.025305865	KEGG	interferon-inducible double-stranded RNA-dependent protein kinase activator A
K18992	1.05	2.021189299	KEGG	TetR/AcrR family transcriptional regulator, cmeABC operon repressor
K18129	1.05	2.021189299	KEGG	TetR/AcrR family transcriptional regulator, mexXY operon repressor
K06878	1.05	2.021189299	KEGG	tRNA-binding protein
K11482	1.05	2.021189299	KEGG	histone deacetylase HOS1 [EC:3.5.1.98]
K06364	1.04	2.017033339	KEGG	response regulator aspartate phosphatase F [EC:3.1.-.-]
K23466	1.04	2.017033339	KEGG	GntR family transcriptional regulator, trigonelline degradation regulator
K12128	1.04	2.017033339	KEGG	pseudo-response regulator 9
K16326	1.03	2.012837225	KEGG	CRP/FNR family transcriptional regulator, putaive post-exponential-phase nitrogen-starvation regulator
K06363	1.03	2.012837225	KEGG	response regulator aspartate phosphatase E [EC:3.1.-.-]
K12113	1.03	2.012837225	KEGG	LacI family transcriptional regulator, ebg operon repressor
K23600	1.03	2.012837225	KEGG	TAR DNA-binding protein 43
K13772	1.01	2.004321374	KEGG	Rrf2 family transcriptional regulator, iron-responsive regulator
K25794	1.01	2.004321374	KEGG	histone H4 transcription factor
K19442	1.0	2.0	KEGG	Simplexvirus major DNA-binding protein
K25243	1.0	2.0	KEGG	Cytomegalovirus major DNA-binding protein
K25248	1.0	2.0	KEGG	Lymphocryptovirus major DNA-binding protein
K25253	1.0	2.0	KEGG	Roseolovirus major DNA-binding protein
K25256	1.0	2.0	KEGG	Mastadenovirus DNA-binding protein
K26009	1.0	2.0	KEGG	Mastadenovirus pre-histone-like nucleoprotein
K19445	1.0	2.0	KEGG	Simplexvirus major viral transcription factor ICP4
K25270	1.0	2.0	KEGG	Poxviridae late transcription elongation factor H5
K19441	1.0	2.0	KEGG	Simplexvirus transcriptional regulator ICP22
K21080	1.0	2.0	KEGG	Poxviridae RNA polymerase-associated transcription-specificity factor
K25269	1.0	2.0	KEGG	Poxviridae ssDNA-binding phosphoprotein
K12969	1.0	2.0	KEGG	Poxviridae RNA-binding protein E3
K25989	1.0	2.0	KEGG	Poxviridae early transcription factor large subunit
K21650	1.0	2.0	KEGG	KSHV transcription activator ORF50
K25992	1.0	2.0	KEGG	Poxviridae mRNA-capping enzyme regulatory subunit
K22775	1.0	2.0	KEGG	Cytomegalovirus viral transcription factor IE2
K21653	1.0	2.0	KEGG	KSHV interferon regulatory factor-like protein 1
K27064	1.0	2.0	KEGG	Ebolavirus transcriptional activator VP30
K27067	1.0	2.0	KEGG	Marburgvirus transcriptional activator VP30
K21654	1.0	2.0	KEGG	KSHV interferon regulatory factor-like protein 2
K21858	1.0	2.0	KEGG	KSHV interferon regulatory factor-like protein 4
K21652	1.0	2.0	KEGG	KSHV interferon regulatory factor-like protein 3
K21660	1.0	2.0	KEGG	KSHV apoptosis regulator BCL2 homolog
K09239	1.0	2.0	KEGG	human immunodeficiency virus type I enhancer-binding protein
K21859	1.0	2.0	KEGG	KSHV transcription activator ORF45
K19462	1.0	2.0	KEGG	Lymphocryptovirus trans-activator protein BZLF1
K19463	1.0	2.0	KEGG	Lymphocryptovirus apoptosis regulator BHRF1
K21651	1.0	2.0	KEGG	KSHV signal transducing membrane protein
K21884	0.99	1.995635195	KEGG	CRP/FNR family transcriptional regulator, cAMP and macrophage regulator
K12295	0.99	1.995635195	KEGG	two-component system, LytTR family, response regulator ComE
